title,artist,created,date,creditline,source
Untitled,"Gustave Le Gray, Auguste Mestral",1851,2009,Suzanne Winsberg Collection. Gift of Suzanne Winsberg,Documents/info664project/moma.csv
Anti-Slavery Constitutional Amendment Picture,Powell & Co.,1865,2014,The Family of Man Fund,Documents/info664project/moma.csv
Charlie Chaplin,Otto L. Grever,1917,1961,Given anonymously,Documents/info664project/moma.csv
Voice Windows,"Steina, Joan La Barbara",1986,2000,Purchase,Documents/info664project/moma.csv
"Survival of the Fittest (plate, folio 23) from Your House Is Mine",Nadia Coën,1991,1993,The Ralph E. Shikes Fund,Documents/info664project/moma.csv
"Andy Warhol, David Hockney, Henry Geldzahler and Jeff Goodman from ""Out of the 60's"" from The Geldzahler Portfolio",Dennis Hopper,"1997, published 1998",1999,Gift of Agnes Gund and Daniel Shapiro,Documents/info664project/moma.csv
Six New York Artists,"Robert Stanley, Philip Pearlstein, Malcolm Morley, Alex Katz, John Clem Clarke, Jack Beal, Various Artists",-1969,1979,Gift of Carolyn and Brooke Alexander,Documents/info664project/moma.csv
Untitled #96,Cindy Sherman,1981,1982,Gift of Carl D. Lobell,Documents/info664project/moma.csv
Untitled from Artists and Writers Protest against the War in Vietnam,Charles Cajori,1967,1967,John B. Turner Fund,Documents/info664project/moma.csv
The time is now!,"Studio Apartment, Kid Congo Powers, Khan",2002,2013,Committee on Prints and Illustrated Books Fund,Documents/info664project/moma.csv
Magnavox Odyssey,Ralph Baer,1972,2013,Gift of The Aaron and Betty Lee Stern Foundation,Documents/info664project/moma.csv
Snow Trail,Sugeru Kume,c. 1950,1959,Gift of Nihon Keizai Shimbun,Documents/info664project/moma.csv
Solo-safety match from the Museum in Progress project The Standard Museum,Caroline E. Heider,"(newspaper published September 11/12, 2004)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Plate from Le Surréalisme en 1947,Victor Brauner,1947,1947,Henry Church Fund,Documents/info664project/moma.csv
Imagine,Joan Snyder,1975,1979,Acquired with matching funds from Mr. and Mrs. Edmund Grasheim and the National Endowment for the Arts,Documents/info664project/moma.csv
Popeye and Dirty Cop Bust,"Pay The Man, Raymond Pettibon",1990,2014,Acquired from The Eileen and Michael Cohen Collection through the The Sue and Edgar Wachenheim III Endowment,Documents/info664project/moma.csv
The Glory of the Kings,Erol (Erol Akyavas),1959?,1961,Gift of Mr. and Mrs. L. M. Angeleski,Documents/info664project/moma.csv
The Wedding,Louis Vivin,c. 1925,1951,Gift of Mr. and Mrs. Peter A. Rübel,Documents/info664project/moma.csv
Abismos de Pasion,Luis Buñuel,1953,,"Department of Film Purchase, 1998",Documents/info664project/moma.csv
"Untitled (No. 4), 1970",Tim Lee,2002,2004,Fund for the Twenty-First Century,Documents/info664project/moma.csv
Media Van at Tulane,"Ant Farm, Chip Lord",1970,2018,"Gift of Chip Lord. Preserved by University of California, Berkeley Art Museum and Pacific Film Archive",Documents/info664project/moma.csv
Star Gazer II Tent,Charles William Moss,1982,1983,Gift of the designer,Documents/info664project/moma.csv
Self Portrait (Autoretrato),Luis Alberto Acuña,1941,1942,Gift of the artist,Documents/info664project/moma.csv
The Space Between the Teeth,Bill Viola,1976,1979,Acquired through the generosity of Barbara Pine,Documents/info664project/moma.csv
Untitled,Saul Leiter,1958,1959,Gift of the artist,Documents/info664project/moma.csv
Untitled from the Museum in Progress project Tranzit Cooperation,Allan Currall,"(newspaper published February 28- March 6, 2005)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Auld Lang Syne,Doug Melnyck,1988,1988,Purchase,Documents/info664project/moma.csv
"Shutter Opened, Passive",Barbaralee Diamonstein,1968,1974,"Gift of Kleiner, Bell & Co.",Documents/info664project/moma.csv
Kill for Christ from Peace is Patriotic,William Frederick Weege III,1967,1968,John B. Turner Fund,Documents/info664project/moma.csv
Sanctuary,Seymour Lipton,1953,1954,Blanchette Hooker Rockefeller Fund,Documents/info664project/moma.csv
Dinnerware,"André Giraud & Brousseau, Limoges, France",Before 1947,1948,Gift of the Mayhew Shop,Documents/info664project/moma.csv
Pillow (Der Polster) from the Annual Print Portfolio (Jahresmappe) of the Gesellschaft für vervielfältigende Kunst,Maximilian Kurzweil,-1903,1967,Purchase,Documents/info664project/moma.csv
Stop Knocking - Use BP Ethyl,Clement Cowles,c. 1930,1937,Gift of Shell - Mex B P,Documents/info664project/moma.csv
"New York Birdcage-Imaginary Architecture, project, New York City, New York, Perspective from above and plan",Friedrich St. Florian,1968,1974,Philip Johnson Fund,Documents/info664project/moma.csv
Jean-Louis-Charles Garnier (1825-1898),Eugene Maunoury,1860-70,1982,"Acquired through the 
generosity of Shirley C. Burden",Documents/info664project/moma.csv
"Poster for Ten from Rutgers University, Bianchini Gallery, New York, December 18–January 12, 1965",Bill Hine,1965,2008,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
Telex Underpillow Speaker,Telex Electro Acoustic Division,Before 1947,1947,Gift of the manufacturer,Documents/info664project/moma.csv
"Harlem, New York City",Vivian Cherry,1952,1994,The Family of Man Fund,Documents/info664project/moma.csv
"Los Ebanos, Texas",Richard Kleinberg,1985,1987,Robert and Joyce Menschel Fund,Documents/info664project/moma.csv
Work 60 B,Nankoku Hidai,1960,1961,Mr. and Mrs. Donald B. Straus Fund,Documents/info664project/moma.csv
Orlando's Dance,Candice Lenney,Dec-77,1979,The Family of Man Fund,Documents/info664project/moma.csv
René and Georgette Magritte With Their Dog After the War,Joan Logue,1984,1986,Gift of Warner Bros. Records,Documents/info664project/moma.csv
I'm Afraid of Americans,"David Bowie, Dom + Nic",1997,2008,Gift of the David Bowie Archive,Documents/info664project/moma.csv
"Painting, Positano",Philip John Martin,1953,1954,Given anonymously,Documents/info664project/moma.csv
THE BALCONY,Georg Walter Roessner,,1942,Given anonymously,Documents/info664project/moma.csv
Church of Fear from the Museum in Progress project Utopia Station,Christoph Schlingensief,"(newspaper published June 28/29, 2003)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Geroi i zhertvy revoliutsii. Oktiabr' 1917–1918 (Heroes and Victims of the Revolution: October 1917–1918),"Various Artists, Kseniia Boguslavskaia, Vladimir Kozlinskii, Sergei Makletsov, Jean Pougny (Ivan Puni)",1918,2001,Gift of The Judith Rothschild Foundation,Documents/info664project/moma.csv
Landscape of Michoacan,William Fett,1942,1943,Gift of James Thrall Soby,Documents/info664project/moma.csv
The Maid of Honor,Charles J. Brabin,1913,2005,Purchase,Documents/info664project/moma.csv
Igloo Builder,Pootagook,1959,1960,Gift of Mrs. Donald B. Straus,Documents/info664project/moma.csv
Self-Portrait,Alvin Langdon Coburn,1905,1969,Gift of Miss Mina Turner,Documents/info664project/moma.csv
Gorgona no. 1-11,"Various Artists, Gorgona artists group",1961–66,2012,Committee on Prints and Illustrated Books Fund,Documents/info664project/moma.csv
The Killing Machine,"Janet Cardiff, George Bures Miller",2007,2008,"Gift of the Julia Stoschek Foundation, Düsseldorf, and the Dunn Bequest",Documents/info664project/moma.csv
"""Trial Suspended as Bakker is Committed for Tests""",Chuck Burton/Associated Press,31-Aug-89,2001,The New York Times Collection,Documents/info664project/moma.csv
Statement from the Museum in Progress project TransAct: Transnational Activities in the Cultural Field,Klaus Ottomeyer,"(newspaper published June 30, 2000)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Hot-Water Bottle,"Baldioli Eustasio & Figli, Omegna, Italy",c. 1957,1960,Gift of the manufacturer,Documents/info664project/moma.csv
Asahi Beer,Tadanori Yokoo,1966,1966,Gift of Porter McCray,Documents/info664project/moma.csv
In-text plate (folio 4) from 21 Etchings and Poems,"Pierre Alechinsky, Christian Dotremont","1952, published 1960",1963,Gift of Mrs. Jacquelynn Shlaes,Documents/info664project/moma.csv
"Untitled, from Allégret's trip to the Congo with André Gide",Marc Allégret,1925,1997,"Samuel J. Wagstaff, Jr. Fund",Documents/info664project/moma.csv
Untitled (Mamie Neugent Brushing Out Hair),David Spear,1989,1992,Gift of Marion Anderson Spear,Documents/info664project/moma.csv
Untitled from Artifacts at the End of a Decade,Philip Warner,1981,1987,Gift of Joseph Daniel Cahill Masheck,Documents/info664project/moma.csv
Photogram,Andreas Walser,1929,2001,Thomas Walther Collection. Gift of Thomas Walther,Documents/info664project/moma.csv
Marine Outboard Propeller,William Thompson,1968,1969,Gift of the manufacturer,Documents/info664project/moma.csv
Confidential (Confidencial),Ivo Ferreira da Silva,c. 1960,2016,Acquired through the generosity of Glenn and Susan Lowry through the Latin American and Caribbean Fund,Documents/info664project/moma.csv
Invitation to subscribe to El Taller de Gráfica Popular,"Various Artists, José Chávez Morado, Leopoldo Méndez",,1942,Inter-American Fund,Documents/info664project/moma.csv
"Tulou Collective Housing, Nanhai, Guandong, China","Xiao Du Liu, Yan Meng, Hui Wang",2005–2008,2020,Gift of the architects,Documents/info664project/moma.csv
John & Paul & Ringo & George,Experimental Jetset,2001,2007,Gift of the designers,Documents/info664project/moma.csv
"Lago di Garda, Riva-Torbole",Rigobaldi,1936,1976,Purchase,Documents/info664project/moma.csv
Rice Salt and Pepper Shakers,Takeshi Ishiguro,1994,1998,Gift of the designer,Documents/info664project/moma.csv
Taken by Storm: The Art of Storm Thorgerson and Hipnosis,Roddy Bogawa,2012,2013,Purchase from the Artist,Documents/info664project/moma.csv
Tweenbot,Kacie Kinzer,2009,2011,Gift of the designer,Documents/info664project/moma.csv
Untitled from Sociological Record,Zofia Rydet,1984,1992,Gift of the artist,Documents/info664project/moma.csv
Windfalls: New Thoughts on Thinking,Matthew Geller,1982,1983,Purchase,Documents/info664project/moma.csv
Moderne Kunst aus USA,Werner Zyrd,1955,1956,Gift of Kunsthaus Zürich,Documents/info664project/moma.csv
Nobody tells your story the way you do from the Museum in Progress project Selected Works,Michaela Math,"(newspaper published December 6, 1999)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Tangle,Hanneline Visnes,2003,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
The Temple of Ramses II,John Shaw Smith,1851,1981,"Gift of Warner Communications, Inc.",Documents/info664project/moma.csv
MoMA: Family of Man Exhibition,Takashi Kono,c.1955,2015,Anonymous gift,Documents/info664project/moma.csv
Untitled,Sydney Drum,1976,1979,Larry Aldrich Fund,Documents/info664project/moma.csv
Water container,UNICEF United Nations Children's Fund,n.d.,2006,Gift of United Nations Children's Fund,Documents/info664project/moma.csv
Platters,"Kensington, Inc., New Kensington, PA",Before 1946,,Gift of the manufacturer,Documents/info664project/moma.csv
Motion,Gajin Kosaka,1952,1955,Gift of Blanchette Hooker Rockefeller,Documents/info664project/moma.csv
Polar Bear,Hiroshi Sugimoto,1976,1977,Purchase,Documents/info664project/moma.csv
Plate (folio 5) from TAMAR,Masuo Ikeda,1961,1965,Gift of Tetsuo Kojima,Documents/info664project/moma.csv
Wet Shoes on the Roof,Claire Moore,1975,1975,Joanne M. Stern Fund,Documents/info664project/moma.csv
Wasp and Pear,Gerald Murphy,1929,1964,Gift of Archibald MacLeish,Documents/info664project/moma.csv
In a Local Village Bar,Paula Horn Kotis,1950s,2000,The Family of Man Fund,Documents/info664project/moma.csv
Untitled,Emerson Woelffer,(July 20) 1961,1967,"Gift of Kleiner, Bell & Co.",Documents/info664project/moma.csv
Paperweight,"Robert Dumas-Hermes, Ward Bennett",1955,1960,Gift of the Chase Manhattan Bank,Documents/info664project/moma.csv
Constanza,George McNeil,1958,1959,Larry Aldrich Foundation Fund,Documents/info664project/moma.csv
"Album cover for Massive Attack, Mezzanine","Tom Hingston, Robert del Naja, Nick Knight",1998,2015,Committee on Architecture and Design Funds,Documents/info664project/moma.csv
"You, Wireless Fans, Help the Navy Get The Hun Submarine",C. B. Falls,c. 1914-1918,1940,Gift of Abby Aldrich Rockefeller,Documents/info664project/moma.csv
"X, Poster Celebrating 10th Anniversary of ""Tategumi Yokogumi"" Magazine",Toshifumi Kawahara,1993,1995,Gift of Morisawa & Co. Ltd.,Documents/info664project/moma.csv
Balet (Poster for 8th Ballet Festival held in Karlovy Vary),Jaroslav Sůra,1965,2014,Gift of the designer,Documents/info664project/moma.csv
Double page in-text plate (folios 4 and 5) from GHETTOHOCHZEIT,Via Lewandowsky,1988,1993,Purchase,Documents/info664project/moma.csv
Statement from the Museum in Progress project TransAct: Transnational Activities in the Cultural Field,Theo Steiner,"(newspaper published March 17, 2000)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Untitled from Artifacts at the End of a Decade,Kingsley Parker,1981,1987,Gift of Joseph Daniel Cahill Masheck,Documents/info664project/moma.csv
"Monica and Jack P., Mill Valley, CA",Catherine Wagner,1990,1994,Gift of Barbara Foshay,Documents/info664project/moma.csv
Help the Red Cross,Herman Roeg,1918,1940,Gift of Abby Aldrich Rockefeller,Documents/info664project/moma.csv
Untitled from the Museum in Progress project TransAct 2 - Linguistic Fields,Heinrich Dunst,"(newspaper published November 8, 2002)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Embellished front flyleaf from MATOREL EN PROVINCE,"Max Jacob, Jules Depaquit",1921,1964,The Louis E. Stern Collection,Documents/info664project/moma.csv
Lobster Pick,Peter Sciascin,Unknown,1956,Purchase,Documents/info664project/moma.csv
Die Normannen Kommen,Dan Friedman,1968,1988,Gift of the designer,Documents/info664project/moma.csv
"Pottery, Number 9",Evert Lundquist,1949,1961,Gift of Mrs. G. P. Raymond,Documents/info664project/moma.csv
Iscapes 1.0,"Hani Rashid, Lise Anne Couture",1999,2010,Gift of Frederieke Taylor,Documents/info664project/moma.csv
Osennii son. P'esa v chetyrekh kartinakh,"Mikhail Matiushin, Elena Guro",1912,2001,Gift of The Judith Rothschild Foundation,Documents/info664project/moma.csv
New York City Subway Street-Level Signage,"Massimo Vignelli, Bob Noorda, MTA New York City Transit, Bergen Street Sign Shop",Designed 1966-1970 (this version 1979),2004,Gift of the Metropolitan Transportation Authority,Documents/info664project/moma.csv
Stück Natur (Piece of Nature),"Günter Zamp Kelp, Laurids Ortner, Manfred Ortner, Klaus Pinter",1973,2009,Gift of the architect,Documents/info664project/moma.csv
"Exhibition poster for the retrospective of Janko Konstantinov (Collage of different building projects, including the Counter Hall of the Telecommunications Center in the background)",Janko Konstantinov,1984,2019,Gift of Jovan Ivanovski,Documents/info664project/moma.csv
Untitled (Xerox Book),"Lawrence Weiner, Robert Morris, Joseph Kosuth, Douglas Huebler, Robert Barry, Sol LeWitt, Carl Andre, Various Artists",1968,1969,Gift of Mrs. Ruth Vollmer,Documents/info664project/moma.csv
Van Gogh textile,Althea McNish,1959,2020,Committee on Architecture and Design Funds,Documents/info664project/moma.csv
Dye Reaction,Alan Sonfist,-1970,1971,Blanchette Hooker Rockefeller Fund,Documents/info664project/moma.csv
Untitled,Klaus Liebig,1966,1967,M. Dickinson Fund,Documents/info664project/moma.csv
Mayor Inspects Home-made Bucket Pumps for Bomb Fires,Alex Anderson/The New York Times,2-Sep-42,2001,The New York Times Collection,Documents/info664project/moma.csv
Energy,Mangelos (Dimitrije Bašičević),1977-1978,2005,Gift of Agnes Gund and Daniel Shapiro,Documents/info664project/moma.csv
Tricycle of the Forgotten from Break the Silence!,Martin Moratillo,2000,2007,General Print Fund,Documents/info664project/moma.csv
CONSTRUCTION,Carol Summers,-1951,1952,Purchase,Documents/info664project/moma.csv
"Vertical Sequence, Op. 137",Thomas Wilfred,1941,1942,Purchase,Documents/info664project/moma.csv
"The Anatomic Explosion, New York","Yayoi Kusama, Harry Shunk, János Kender",1968,2013,Gift of the Roy Lichtenstein Foundation in memory of Harry Shunk and János Kender,Documents/info664project/moma.csv
"076: Cell 33, E2 Section, Pollsmoor Maximum Security Prison",Mikhael Subotzky,2004,2006,Acquired through the generosity of Wendy Larsen,Documents/info664project/moma.csv
