artist,date,title,source
Jay Rosenblatt,1940,UNTITLED,education
Howard Conant,,RILKE'S ORPHEUS,education
Arnold Gold,1996,MASAI BRAID #1,education
Deborah Wasserman,2006,DRAGON,education
Deborah Wasserman,2006,DRAGON,education
Howard Conant,1975,BYZANTINE EQUILIBRIUM,education
Howard Conant,1975,BYZANTINE EQUILIBRIUM,education
James Casebere,2006,THEATER (AFTER THE ACROPOLIS),education
James Casebere,2006,THEATER (AFTER THE ACROPOLIS),education
James Casebere,2006,AFTER SINAN,education
James Casebere,2006,AFTER SINAN,education
James Casebere,2005,ABADIA,education
James Casebere,2005,ABADIA,education
Amy Cheng,2003,TRANSPORTATION MAQUETTE STUDY,education
Amy Cheng,2003,MARTIN LUTHER KING MAQUETTE STUDY,education
Amy Cheng,2003,FRANKLIN D. ROOSEVELT MAQUETTE STUDY,education
Amy Cheng,2003,INDEPENDENCE MAQUETTE STUDY,education
Amy Cheng,2003,PILGRIMS MAQUETTE STUDY,education
Amy Cheng,2003,INDIAN MAQUETTE STUDY,education
Amy Cheng,2003,MASPETH MAQUETTE STUDY,education
Amy Cheng,2003,EMS NYPD MAQUETTE STUDY,education
Amy Cheng,2003,LINCOLN MAQUETTE STUDY,education
Amy Cheng,2003,JOURNEY MAQUETTE STUDY,education
Amy Cheng,2003,FDNY MAQUETTE STUDY,education
Dorothy Koppelman,,ROSES,education
Golda Lewis,1973,AFRICAN FIGURE,education
Golda Lewis,1973,AFRICAN FIGURE,education
Golda Lewis,1973,AFRICAN FIGURE,education
Luca Buvoli,2004,THE BIG WAVE-NOT A SUPERHERO- IN THE OCEAN OF LANGUAGE,education
Martha Madigan,2004,OAK SEASONS,education
Liliana Porter,2007,SITUATIONS WITH THEM,education
Tom Otterness,,COQUI,education
Robert Cronbach,1938,INDUSTRY,education
Sidney Hermel,,PEARS WITH PITCHER,education
Sidney Hermel,,PEARS WITH PITCHER,education
Jo Ann Leiser,,PLUM AND PEAR STILL LIFE,education
Jo Ann Leiser,,PLUM AND PEAR STILL LIFE,education
Jo Ann Leiser,,NY WAREHOUSE,education
Jo Ann Leiser,,NY WAREHOUSE,education
Jo Ann Leiser,,PLANTS WITH PEPPERS STILL LIFE,education
Jo Ann Leiser,,PLANTS WITH PEPPERS STILL LIFE,education
Sidney Hermel,,ROOT VEGETABLES,education
Sidney Hermel,,ROOT VEGETABLES,education
Jack Stewart,1989,"""MOSAIC MURAL, THE NORTH WAL, PS 28 NYC""",education
Jack Stewart,1989,"""MOSAIC MURAL, THE NORTH WAL, PS 28 NYC""",education
Jane Benson,2012,MIRROR GLOBE,education
Jane Benson,2012,MIRROR GLOBE,education
Jane Benson,2012,MIRROR GLOBE,education
Chris Green,2011,HEART OF THE SUN,education
Chris Green,2011,HEART OF THE SUN,education
Chris Green,2011,HEART OF THE SUN,education
Anne Delaporte,2013,EDITORIAL BLUE,education
Anne Delaporte,2013,EDITORIAL BLUE,education
Anne Delaporte,2013,EDITORIAL BLUE,education
Diana Cooper,2008,OUT OF THE CORNER OF YOUR EYE,education
Diana Cooper,2008,OUT OF THE CORNER OF YOUR EYE,education
Diana Cooper,2008,OUT OF THE CORNER OF YOUR EYE,education
Jack Stewart,1959,"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",education
Jack Stewart,1959,"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",education
Jack Stewart,1959,"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",education
Jack Stewart,1959,"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",education
Hans Foy,,"""LANDSCAPE WITH TREES AT CENTER""",education
Jack Stewart,1959,"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",education
Jack Stewart,1959,"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",education
Jack Stewart,1959,"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",education
Jack Stewart,1959,"""MODEL: MOSAIC MURAL FOR THE CORRIDOR OF PS 28""",education
Golda Lewis,1970,UNTITLED,education
Golda Lewis,1970,UNTITLED,education
Golda Lewis,1970,UNTITLED,education
Fn Caproni Brothers,,BOYS SINGING FROM SCROLL,education
Fn Caproni Brothers,,BOYS PLAYING DRUMS,education
Golda Lewis,1979,THE TALLEST FLOWER,education
Golda Lewis,1979,THE TALLEST FLOWER,education
Fn Unknown,,"""MR.SPRAGULIS""",education
Robin Holder,1996,"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",education
Robin Holder,1996,"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",education
Robin Holder,1996,"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",education
Robin Holder,1996,"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",education
Robin Holder,1996,"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",education
Robin Holder,1996,"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",education
Robin Holder,1996,"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",education
Robin Holder,1996,"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",education
Robin Holder,1996,"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",education
Robin Holder,1996,"BOOK ABOUT CERAMIC TITLES PROJECT ""PORTRAITS AND PATTERNS""",education
Monty Lewis,1936,THE COTTON INDUSTRY IN CONTEMPORARY AMERICA,education
Joan Altabe,,JEFFERSON: ARCHITECT OF AMERICAN FREEDOM,education
Elfriede Abbe,,THORVALD'S COLONY,education
Elfriede Abbe,,THORVALD'S COLONY,education
Elfriede Abbe,,THORVALD'S COLONY,education
Elfriede Abbe,,THORVALD'S COLONY,education
Elfriede Abbe,,THORVALD'S COLONY,education
Edward S. Devoe,1976,,education
T Cappuccio,,SKYLAB,education
Robert Archer,1976,SIR WILLIAM JOHNSON AND THE MOHAWK INDIANS,education
Eric Bransby,1980,WESTWARD EXPANSION SETTLEMENT OF THE PLAINS,education
Charles Baskerville,1976,"ODE TO AUDOBON, GREAT AMERICAN NATURALIST",education
Lloyd Goff,,CABEZA DE VACAS JOURNEY- FLORIDA TO ARIZONA 1528-1533 ( COLORED),education
Lloyd Goff,,CABEZA DE VACAS JOURNEY- FLORIDA TO ARIZONA 1528-1533- (NO COLOR),education
William Fausett,,FREEDOM TO LOVE THE BEAUTY OF THE EARTH AND PRESERVE ITS BEAUTY,education
Robert Harding,1976,"""LINCOLN AT GETTYSBURG"", ""PIONEERS PLANTING..."",""WASHINGTON PRAYING AT VALLY...""",education
Ed Guthrie,,DANIEL MORGAN- REVOLUTIONARY WAR HERO,education
Gerard Recke,1936,AESTHETIC MOTIVE,education
Margaret Gorove,,TRANSPORTATION,education
Frank Hoffman,,BRADDOCK'S DEFEAT,education
Siegfried Reinhardt,1976,FLIGHT- AN AMERICAN TRIUMPH,education
Gary Schmitt,,CALLING TO THE KITES,education
V Snow,,THE FUTURE MAN/ THE EARTH,education
Donna Sanderwick,,"TRANSFER CEREMONY OCTOBER 18, 1867",education
Joseph Russo,,IMMIGRATION 1880 TO 1920- (PRINT-SAME IMAGE AS 20167),education
Joseph Sulkowski,1980,THE BATTLE OF GETTYSBURG- (PRINT- SAME IMAGE AS 20152),education
James Sulkowski,,PITTSBURG GATEWAY TO THE WEST (PRINT- SAME IMAGE AS 2051),education
Juliet Teng,,KEYSTONE TO THE UNION,education
Alton Tobey,,THE BEGINING AND THE END OF THE BEGINING (PRINT- SAME IMAGE AS 20169),education
Anita Toney,1976,THE AMERICAN SCENE 1976,education
William Fausett,,NORTHERN PLAINS INDIANS,education
Stuyvesant Van Veen,,CRUCIAL DECADES,education
Stuyvesant Van Veen,,JOHN BROWN,education
William Williamson,,AMERICA,education
Lumen Winter,,MISSOURI AND KANSAS/ THE SLAVERY ISSUE,education
Yaffa Yael,,THE IMMIGRANT MOTHER,education
Seymour Adelman,,LOUIS ARMSTRONG,education
Costantino Nivola,1960,UNTITLED,education
J Roseman,1986,ABSTRACT,education
Timothy Roeschlein,,MUSICAL LANDSCAPE,education
Jacques Maloubier,,,education
James Penney,1976,THE LIGHT OF LIBERTY,education
Jose Palacios,1913,BUST OF W. J. GAYNOR,education
Timothy Roeschlein,2005,PICNIC 1,education
Susan Stair,2009,BY THE WATERS,education
Susan Stair,2009,BY THE WATERS,education
Susan Stair,2009,BY THE WATERS,education
Tom Burckhardt,2009,FORWARD UP,education
Mauricio Trenard,2009,GREEN POWER,education
Mauricio Trenard,2009,GREEN POWER,education
Timothy Roeschlein,2005,PICNIC 2,education
Mark Gaynon,2009,INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: GEORGE WASHINGTON,education
Mark Gaynon,2009,INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: ABRAHAM LINCOLN,education
Mark Gaynon,2009,INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: MARTIN LUTHER KING JR,education
Mark Gaynon,2009,INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: MARK TWAIN,education
Mark Gaynon,2009,INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: CORETTA SCOTT KING,education
Mark Gaynon,2009,INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: SOJOURNER TRUTH,education
Mark Gaynon,2009,INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: U THANT,education
Mark Gaynon,2009,INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: MADAME CJ WALKER,education
Mark Gaynon,2009,INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: ELEANOR ROOSEVELT,education
Mark Gaynon,2009,INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: ZORA NEALE HURSTON,education
Mark Gaynon,2009,INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: TITO PUENTE,education
Mark Gaynon,2009,INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: ELIZABETH CADY STANTON,education
Mark Gaynon,2009,INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: FREDERICK DOUGLASS,education
Fn Caproni Brothers,,CHILDREN PLAYING ON SYMBOLS,education
Mary Temple,2009,"NORTHEAST LIGHT, WEST WALL",education
Elizabeth Case,1976,WOMENS RIGHTS IN THE UNITED STATES OF AMERICA,education
Anthony Toney,,UNKNOWN,education
Fn Unknown,,"UNKNOWN ""NATURE AND CITY""",education
Matt Mullican,,"DESIGN FOR HS OF LAW, GOV'T JUSTICE",education
Jacqueline Cully,,"""KNOWLEDGE IS POWER""- DESIGN FOR 75K",education
Fn Unknown,,THE WHITE CHURCH,education
Juan Sanchez,2009,TRANSCENDENCE IS OUR REIGN,education
Howard Conant,2000,EMBRYO,education
Tony Oursler,2009,"""SPLATTER PROJECT #2""-ORANGE RED WALL",education
Tony Oursler,,"""LOCKER""",education
Francesco Simeti,2009,ANIMALITY,education
Jean Shin,2010,SETTINGS,education
Scott Kahn,1975,FAREWELL,education
Sarah Sze,2010,MOMENTUM AND ITS CONSERVATION,education
Sarah Sze,2010,MOMENTUM AND ITS CONSERVATION,education
Sarah Sze,2010,MOMENTUM AND ITS CONSERVATION,education
Sarah Sze,2010,MOMENTUM AND ITS CONSERVATION,education
Sanford Biggers,2010,LOTUS,education
Paula Scher,,QUEENS,education
Paula Scher,,QUEENS,education
Kirsten Hassenfeld,2010,PIXIE MIX,education
Kirsten Hassenfeld,2010,PIXIE MIX,education
Kirsten Hassenfeld,2010,PIXIE MIX,education
Kirsten Hassenfeld,2010,PIXIE MIX,education
Kirsten Hassenfeld,2010,PIXIE MIX,education
Kirsten Hassenfeld,2010,PIXIE MIX,education
Tattfoo Tan,2010,S.O.S. PLEDGE,education
Paula Scher,,METROPOLITAN AVENUE,education
Paula Scher,,METROPOLITAN AVENUE,education
Suzanne Miller,1931,A HISTORY OF COLONIAL LONG ISLAND,education
Suzanne Miller,1931,A HISTORY OF COLONIAL LONG ISLAND,education
Janet Morgan,2010,THE CIRCUS COMES TO TOWN,education
Deborah Wasserman,2004,CULTURE MIX,education
Deborah Wasserman,2004,CULTURE MIX,education
Lucy Fradkin,2008,EVENING SONG,education
Lucy Fradkin,2008,EVENING SONG,education
Lucy Fradkin,2003,SPRING FEVER,education
Lucy Fradkin,2003,SPRING FEVER,education
Shinique Smith,2007,WOMAN MAYBE LAUGHING,education
Shinique Smith,2007,WOMAN MAYBE LAUGHING,education
Sara Morris,2011,GATEWAY,education
Chris Shelton,1972,"""AIR AFRIQUE #4""",education
Chris Shelton,1972,"""AIR AFRIQUE #4""",education
Joseph De Martini,,"""BIKE RACE""",education
John Ahearn,2011,"""SERIES OF SIX SCULPTURES OF CHILDREN"" (SEE COMMENTS FOR TITLES)",education
John Ahearn,2011,"""SERIES OF SIX SCULPTURES OF CHILDREN"" (SEE COMMENTS FOR TITLES)",education
Mark Veca,2011,FOREST FRIEZE,education
David Opdyke,2010,FIGURE IT OUT,education
David Opdyke,2010,FIGURE IT OUT,education
David Opdyke,2010,FIGURE IT OUT,education
Sarah Oppenheimer,2010,,education
Desdemona Minchillo,2011,IT'S OUR BIG BANG,education
Desdemona Minchillo,2011,IT'S OUR BIG BANG,education
Lawrence Weiner,2012,"ONE WAY AND ANOTHER, CUSPED",education
Connie Fenicchia,2012,(CHILDREN AT) PLAY,education
Scott Trimble,2012,PATHS OF DISCOVERY,education
Scott Trimble,2012,PATHS OF DISCOVERY,education
Scott Trimble,2012,PATHS OF DISCOVERY,education
Wennie Huang,2011,TRACE,education
Adam Simon,2012,12 X 3 X 4,education
Adam Simon,2012,12 X 3 X 4,education
Jeffrey Gibson,2012,NEPHELOCOCCYGIA,education
Tobias Putrih,2012,CUT OUT,education
Dave Eppley,2012,,education
Peter Rostovsky,2012,SUN BAND,education
Peter Rostovsky,2012,SUNRISE CURTAIN,education
Art Spiegelman,2012,"IT WAS ONLY TODAY, YESTERDAY",education
Art Spiegelman,2012,"IT WAS ONLY TODAY, YESTERDAY",education
Art Spiegelman,2012,"IT WAS ONLY TODAY, YESTERDAY",education
Carl Lella,1932,INSPIRATIONAL FORCES OF LIFE.  SEE NOTES...,education
Tony Oursler,2009,"""SPLATTER PROJECT #1""-GRAY WALL",education
Tony Oursler,,"""YELLOW, RED, GREEN, AFAICS""",education
Ernest Fiene,1940,HISTORY OF THE NEEDLECRAFT INDUSTRY,education
Valerie Clarebout,1958,UNDERWATER BALLET,education
Fn Caproni Brothers,,BOYS SINGING FROM SCROLL,education
Paloma Munoz,2013,SNOW DAY,education
Paloma Munoz,2013,SNOW DAY,education
Paloma Munoz,2013,SNOW DAY,education
Ohad Meromi,2013,ALL TOGETHER NOW,education
Terence Gower,2013,NOGUCHI GALAXY I,education
Terence Gower,2013,NOGUCHI GALAXY I,education
Terence Gower,2013,NOGUCHI GALAXXY II,education
Terence Gower,2013,NOGUCHI GALAXXY II,education
Natasha Johns-Messenger,2013,,education
Jesse Bransford,2013,,education
Mark Gaynon,,INSPIRATIONAL AMERICAN PORTRAIT INSTALLATION FOR PS 169: BELLA ABZUG,education
